ticker,currentPrice,beta,marketCap,volume,dividendYield,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Energy,sector_Financial Services,sector_Healthcare,sector_Industrials,sector_Real Estate,sector_Technology,sector_Utilities
MRK,79.455,0.4,199513899008,6987550,3.96,False,False,False,False,False,True,False,False,False,False
META,776.505,1.284,1952389922816,28975848,0.3,True,False,False,False,False,False,False,False,False,False
MET,76.195,0.832,51149549568,1972220,3.04,False,False,False,False,True,False,False,False,False,False
MTD,1256.32,1.374,26109845504,151004,0.0,False,False,False,False,False,True,False,False,False,False
MCHP,67.66,1.506,36514414592,3341700,2.59,False,False,False,False,False,False,False,False,True,False
MU,109.095,1.349,122091487232,17285575,0.4,False,False,False,False,False,False,False,False,True,False
MSFT,534.77,1.033,3974699679744,33757696,0.65,False,False,False,False,False,False,False,False,True,False
MAA,144.44,0.751,17349844992,755897,4.07,False,False,False,False,False,False,False,True,False,False
MRNA,30.09,1.847,11637067776,7511533,0.0,False,False,False,False,False,True,False,False,False,False
MHK,114.74,1.186,7129014272,318317,0.0,False,True,False,False,False,False,False,False,False,False
MOH,157.81,0.554,8553302016,612866,0.0,False,False,False,False,False,True,False,False,False,False
TAP,48.8,0.687,9879901184,1053663,3.81,False,False,True,False,False,False,False,False,False,False
MDLZ,65.145,0.491,84294369280,5555337,3.07,False,False,True,False,False,False,False,False,False,False
MPWR,719.705,1.202,34459475968,570351,0.85,False,False,False,False,False,False,False,False,True,False
MNST,60.03,0.589,58544017408,2977564,0.0,False,False,True,False,False,False,False,False,False,False
MCO,514.815,1.378,92336709632,356301,0.73,False,False,False,False,True,False,False,False,False,False
MS,142.75,1.3,228114497536,2525045,2.76,False,False,False,False,True,False,False,False,False,False
MOS,35.85,1.131,11372731392,1293526,2.43,False,False,False,False,False,False,False,False,False,False
MSI,440.92,0.955,73596608512,483004,1.0,False,False,False,False,False,False,False,False,True,False
MSCI,569.345,1.315,44047486976,438671,1.29,False,False,False,False,True,False,False,False,False,False
NDAQ,96.5833,1.018,55419015168,1360628,1.13,False,False,False,False,True,False,False,False,False,False
NTAP,105.27,1.415,21064421376,362729,1.99,False,False,False,False,False,False,False,False,True,False
NFLX,1171.795,1.596,497926209536,1648462,0.0,True,False,False,False,False,False,False,False,False,False
NEM,61.9952,0.348,68098629632,4665998,1.6,False,False,False,False,False,False,False,False,False,False
NWSA,29.355,1.244,17384118272,1057118,0.68,True,False,False,False,False,False,False,False,False,False
NWS,33.51,1.244,17346383872,382825,0.6,True,False,False,False,False,False,False,False,False,False
NEE,70.74,0.66,145674174464,3547701,3.19,False,False,False,False,False,False,False,False,False,True
NKE,75.05,1.254,110841348096,7897821,2.09,False,True,False,False,False,False,False,False,False,False
NI,42.38,0.545,19948394496,1116694,2.64,False,False,False,False,False,False,False,False,False,True
NDSN,216.26,0.888,12220614656,118164,1.45,False,False,False,False,False,False,True,False,False,False
NSC,278.28,1.303,62433230848,1520109,1.94,False,False,False,False,False,False,True,False,False,False
NTRS,130.765,1.272,24931655680,318774,2.43,False,False,False,False,True,False,False,False,False,False
NOC,574.825,0.149,82305171456,204246,1.61,False,False,False,False,False,False,True,False,False,False
NCLH,25.381,2.14,11340408832,30214430,0.0,False,True,False,False,False,False,False,False,False,False
NRG,167.17,1.124,32683407360,1707510,1.06,False,False,False,False,False,False,False,False,False,True
NUE,143.19,1.717,33041238016,728555,1.54,False,False,False,False,False,False,False,False,False,False
NVDA,178.715,2.131,4358429999104,134199629,0.02,False,False,False,False,False,False,False,False,True,False
NVR,7536.03,0.991,20923936768,6613,0.0,False,True,False,False,False,False,False,False,False,False
NXPI,214.82,1.412,54159347712,790574,1.84,False,False,False,False,False,False,False,False,True,False
ORLY,99.07,0.583,84096655360,1452518,0.0,False,True,False,False,False,False,False,False,False,False
OXY,44.17,0.846,43469152256,3660348,2.16,False,False,False,True,False,False,False,False,False,False
ODFL,148.13,1.2036966497799426,31303571456,2035310,0.76,False,False,False,False,False,False,True,False,False,False
OMC,72.13,0.936,13973239808,1313565,3.85,True,False,False,False,False,False,False,False,False,False
ON,56.195,1.431,23483047936,4156955,0.0,False,False,False,False,False,False,False,False,True,False
OKE,82.41,0.919,51475927040,1089152,5.01,False,False,False,True,False,False,False,False,False,False
ORCL,257.315,1.394,722754076672,9771976,0.8,False,False,False,False,False,False,False,False,True,False
OTIS,85.93,0.972,33725378560,1613683,1.94,False,False,False,False,False,False,True,False,False,False
PCAR,98.91,0.944,51923697664,971323,1.33,False,False,False,False,False,False,True,False,False,False
PKG,193.92,0.842,17448921088,455414,2.52,False,True,False,False,False,False,False,False,False,False
PLTR,158.105,2.593,373113552896,29048789,0.0,False,False,False,False,False,False,False,False,True,False
PANW,175.5072,0.971,117028200448,19815107,0.0,False,False,False,False,False,False,False,False,True,False
PARA,12.26,1.213,8640002048,7415526,1.5,True,False,False,False,False,False,False,False,False,False
PH,731.65,1.333,93488775168,173652,0.98,False,False,False,False,False,False,True,False,False,False
PAYX,145.49,0.874,52411899904,705601,2.96,False,False,False,False,False,False,False,False,True,False
PAYC,234.105,0.778,13113976832,216701,0.64,False,False,False,False,False,False,False,False,True,False
PYPL,69.095,1.452,66011844608,9545097,0.0,False,False,False,False,True,False,False,False,False,False
PNR,102.29,1.094,16768502784,642024,0.99,False,False,False,False,False,False,True,False,False,False
PEP,139.14,0.461,190493802496,4189275,3.98,False,False,True,False,False,False,False,False,False,False
PFE,23.635,0.496,134373720064,29868815,7.22,False,False,False,False,False,True,False,False,False,False
PCG,13.865,0.552,30470834176,23799123,0.71,False,False,False,False,False,False,False,False,False,True
PM,164.285,0.535,255724388352,3075511,3.33,False,False,True,False,False,False,False,False,False,False
PSX,123.7,0.998,49990135808,931573,3.86,False,False,False,True,False,False,False,False,False,False
PNW,90.1,0.419,10757850112,360159,4.0,False,False,False,False,False,False,False,False,False,True
PNC,191.42,1.075,75416797184,533240,3.53,False,False,False,False,True,False,False,False,False,False
POOL,307.06,1.101,11543982080,158887,1.6,False,False,False,False,False,False,True,False,False,False
PPG,106.035,1.15,24067295232,1589849,2.67,False,False,False,False,False,False,False,False,False,False
PPL,35.795,0.653,26461954048,3558423,3.02,False,False,False,False,False,False,False,False,False,True
PFG,77.82,0.988,17369423872,486484,4.07,False,False,False,False,True,False,False,False,False,False
PG,150.95,0.403,353524908032,5516204,2.77,False,False,True,False,False,False,False,False,False,False
PGR,243.0288,0.371,142463483904,1475443,2.03,False,False,False,False,True,False,False,False,False,False
PLD,107.41,1.246,99683246080,1535176,3.72,False,False,False,False,False,False,False,True,False,False
PRU,104.175,1.042,36878680064,1397110,5.31,False,False,False,False,True,False,False,False,False,False
PEG,89.77,0.5,44795052032,733010,2.84,False,False,False,False,False,False,False,False,False,True
PTC,216.44,1.173,25961545728,1395956,0.0,False,False,False,False,False,False,False,False,True,False
PSA,273.32,0.853,47948804096,780038,4.16,False,False,False,False,False,False,False,True,False,False
PHM,113.02,1.299,22298619904,633276,0.78,False,True,False,False,False,False,False,False,False,False
PWR,402.83,1.078,59699003392,1609963,0.1,False,False,False,False,False,False,True,False,False,False
QCOM,146.76,1.266,161142472704,14170337,2.24,False,False,False,False,False,False,False,False,True,False
DGX,168.86,0.493,18882430976,332278,1.9,False,False,False,False,False,True,False,False,False,False
RL,301.54,1.503,18265182208,213279,1.2,False,True,False,False,False,False,False,False,False,False
RJF,168.11,1.038,33621999616,276111,1.18,False,False,False,False,True,False,False,False,False,False
RTX,157.37,0.626,210646040576,2073833,1.72,False,False,False,False,False,False,True,False,False,False
O,56.425,0.762,50956288000,2677897,5.68,False,False,False,False,False,False,False,True,False,False
REG,71.735,0.6002360046805773,13100462080,421121,3.9,False,False,False,False,False,False,False,True,False,False
REGN,552.48,0.324,59648499712,475271,0.63,False,False,False,False,False,True,False,False,False,False
RF,25.525,0.99,22819350528,9392517,4.12,False,False,False,False,True,False,False,False,False,False
RSG,231.37,0.619,72237416448,1064612,1.08,False,False,False,False,False,False,True,False,False,False
RMD,275.95,0.774,40461725696,586611,0.76,False,False,False,False,False,True,False,False,False,False
RVTY,89.97,0.98,10604764160,473941,0.31,False,False,False,False,False,True,False,False,False,False
ROK,352.56,1.37,39739154432,467464,1.49,False,False,False,False,False,False,True,False,False,False
ROL,57.44,0.751,27837720576,617402,1.15,False,True,False,False,False,False,False,False,False,False
ROP,552.0,1.02,59348279296,323718,0.6,False,False,False,False,False,False,False,False,True,False
ROST,137.07,1.116,44831625216,809810,1.17,False,True,False,False,False,False,False,False,False,False
RCL,320.94,2.177,87176290304,1558847,0.91,False,True,False,False,False,False,False,False,False,False
SPGI,551.03,1.187,168991539200,1188428,0.73,False,False,False,False,True,False,False,False,False,False
CRM,259.84,1.366,248407031808,3212087,0.63,False,False,False,False,False,False,False,False,True,False
SBAC,225.02,0.775,24177274880,340184,1.96,False,False,False,False,False,False,False,True,False,False
SLB,34.19,1.017,51000348672,6273698,3.34,False,False,False,True,False,False,False,False,False,False
STX,155.94,1.47,33215219712,4245612,1.95,False,False,False,False,False,False,False,False,True,False
SRE,81.41,0.637,53093158912,1281411,3.18,False,False,False,False,False,False,False,False,False,True
NOW,947.71,0.946,196667850752,1155566,0.0,False,False,False,False,False,False,False,False,True,False
SHW,331.985,1.182,82774810624,803467,0.95,False,False,False,False,False,False,False,False,False,False
SPG,164.28,1.461,61956395008,486646,5.08,False,False,False,False,False,False,False,True,False,False
SWKS,69.1,1.167,10373913600,796581,3.93,False,False,False,False,False,False,False,False,True,False
SJM,107.56,0.292,11474930688,662432,4.03,False,False,True,False,False,False,False,False,False,False
SW,44.81,1.002,23391401984,2656584,3.64,False,True,False,False,False,False,False,False,False,False
SNA,323.34,0.744,16866513920,65466,2.66,False,False,False,False,False,False,True,False,False,False
SOLV,72.37,1.0015318990417312,12520950784,229515,0.0,False,False,False,False,False,True,False,False,False,False
SO,93.95,0.365,103362846720,4809880,3.12,False,False,False,False,False,False,False,False,False,True
LUV,31.01,1.204,16286080000,6149334,2.34,False,False,False,False,False,False,True,False,False,False
SWK,67.935,1.172,10515793920,1201675,4.9,False,False,False,False,False,False,True,False,False,False
SBUX,91.33,1.004,103814815744,8276767,2.63,False,True,False,False,False,False,False,False,False,False
STT,112.26,1.474,32057188352,546992,2.97,False,False,False,False,True,False,False,False,False,False
STLD,128.035,1.381,19007307776,554104,1.57,False,False,False,False,False,False,False,False,False,False
STE,228.675,0.924,22494988288,263133,0.99,False,False,False,False,False,True,False,False,False,False
SYK,398.55,0.922,152311857152,924452,0.84,False,False,False,False,False,True,False,False,False,False
SMCI,60.13,1.425,35886665728,30372477,0.0,False,False,False,False,False,False,False,False,True,False
SYF,70.51,1.452,26233808896,1229801,1.71,False,False,False,False,True,False,False,False,False,False
SNPS,638.67,1.123,118182051840,512969,0.0,False,False,False,False,False,False,False,False,True,False
SYY,79.69,0.817,38051655680,1035364,2.7,False,False,True,False,False,False,False,False,False,False
TMUS,238.77,0.611,268716539904,1727997,1.46,True,False,False,False,False,False,False,False,False,False
TROW,102.14,1.506,22503075840,1108880,4.89,False,False,False,False,True,False,False,False,False,False
TTWO,222.95,1.035,41126920192,715262,0.0,True,False,False,False,False,False,False,False,False,False
TPR,108.1,1.485,22451288064,1543953,1.29,False,True,False,False,False,False,False,False,False,False
TRGP,167.38,1.077,36310077440,361889,2.39,False,False,False,True,False,False,False,False,False,False
TGT,101.2003,1.214,45981978624,2057616,4.36,False,False,True,False,False,False,False,False,False,False
TEL,206.77,1.221,61096812544,631478,1.37,False,False,False,False,False,False,False,False,True,False
TDY,554.27,1.044,25988890624,113587,0.0,False,False,False,False,False,False,False,False,True,False
TER,108.615,1.695,17424017408,4767795,0.45,False,False,False,False,False,False,False,False,True,False
TSLA,310.02,2.398,999953989632,52724622,0.0,False,True,False,False,False,False,False,False,False,False
TXN,181.22,1.016,164753817600,3765715,2.87,False,False,False,False,False,False,False,False,True,False
TPL,968.04,1.092,22252625920,46296,0.65,False,False,False,True,False,False,False,False,False,False
TXT,77.35,1.169,13784156160,767194,0.1,False,False,False,False,False,False,True,False,False,False
TMO,477.1,0.772,180102397952,1801336,0.36,False,False,False,False,False,True,False,False,False,False
TJX,124.79,0.881,139218223104,1589229,1.35,False,True,False,False,False,False,False,False,False,False
TKO,168.79,0.8970181722975117,13798160384,251846,0.91,True,False,False,False,False,False,False,False,False,False
TTD,87.52,1.362,42790764544,4271633,0.0,True,False,False,False,False,False,False,False,False,False
TSCO,57.62,0.748,30550296576,1481464,1.59,False,True,False,False,False,False,False,False,False,False
TT,438.64,1.156,97824620544,1016343,0.87,False,False,False,False,False,False,True,False,False,False
TRV,261.81,0.519,58942332928,497144,1.7,False,False,False,False,True,False,False,False,False,False
TRMB,84.42,1.674,20141514752,549787,0.0,False,False,False,False,False,False,False,False,True,False
TFC,43.97,0.83,56696676352,2630391,4.7,False,False,False,False,True,False,False,False,False,False
TYL,570.36,0.848,24595918848,604740,0.0,False,False,False,False,False,False,False,False,True,False
TSN,52.52,0.577,18709409792,1097127,3.78,False,False,True,False,False,False,False,False,False,False
USB,45.065,1.015,70212616192,5626925,4.36,False,False,False,False,True,False,False,False,False,False
UBER,88.21,1.395,184462114816,9685824,0.0,False,False,False,False,False,False,False,False,True,False
UDR,39.61,0.819,14932811776,2798279,4.32,False,False,False,False,False,False,False,True,False,False
ULTA,518.175,1.077,23289686016,190130,0.0,False,True,False,False,False,False,False,False,False,False
UNP,222.29,1.049,131826860032,2673879,2.45,False,False,False,False,False,False,True,False,False,False
UAL,88.71,1.42,28718266368,3197019,0.0,False,False,False,False,False,False,True,False,False,False
UPS,86.23,1.186,73019392000,8696089,7.52,False,False,False,False,False,False,True,False,False,False
URI,884.61,1.695,56916869120,194046,0.81,False,False,False,False,False,False,True,False,False,False
UNH,253.4435,0.457,229908725760,17963789,3.32,False,False,False,False,False,True,False,False,False,False
UHS,167.74,1.285,10809233408,606230,0.48,False,False,False,False,False,True,False,False,False,False
VLO,137.265,0.967,42641645568,1540829,3.24,False,False,False,True,False,False,False,False,False,False
VTR,67.205,0.89,30334724096,2424731,2.89,False,False,False,False,False,False,False,True,False,False
VLTO,105.34,0.7346139571403812,26141278208,995893,0.42,False,False,False,False,False,False,True,False,False,False
VRSN,268.085,0.778,25041442816,842408,1.15,False,False,False,False,False,False,False,False,True,False
VRSK,276.16,0.3798055890754582,38583697408,922714,0.65,False,False,False,False,False,False,True,False,False,False
VZ,42.955,0.372,181112029184,10885079,6.36,True,False,False,False,False,False,False,False,False,False
VRTX,464.84,0.413,119369515008,552079,0.0,False,False,False,False,False,True,False,False,False,False
VTRS,8.88,0.889,10422278144,3188325,5.33,False,False,False,False,False,True,False,False,False,False
VICI,32.735,0.721,34591404032,2979521,5.32,False,False,False,False,False,False,False,True,False,False
V,349.39,0.922,678145097728,3672252,0.67,False,False,False,False,True,False,False,False,False,False
VST,207.63,1.279,70455500800,3518858,0.43,False,False,False,False,False,False,False,False,False,True
VMC,270.38,0.817,35718279168,1039586,0.72,False,False,False,False,False,False,False,False,False,False
WRB,69.345,0.417,26308452352,719934,0.52,False,False,False,False,True,False,False,False,False,False
GWW,1040.46,1.18,49982865408,161576,0.87,False,False,False,False,False,False,True,False,False,False
WAB,190.015,1.119,32483633152,665514,0.52,False,False,False,False,False,False,True,False,False,False
WBA,11.64,0.748,10075130880,1743612,8.6,False,False,False,False,False,True,False,False,False,False
WMT,98.005,0.677,782121041920,6070787,0.96,False,False,True,False,False,False,False,False,False,False
DIS,118.97,1.561,213878325248,2513855,0.84,True,False,False,False,False,False,False,False,False,False
WBD,13.06,1.544,32311355392,30462883,0.0,True,False,False,False,False,False,False,False,False,False
WM,230.465,0.642,92852322304,552132,1.42,False,False,False,False,False,False,True,False,False,False
WAT,294.35,1.101,17516503040,743320,0.0,False,False,False,False,False,True,False,False,False,False
WEC,108.86,0.1461656735980213,35038330880,856882,3.29,False,False,False,False,False,False,False,False,False,True
WFC,80.8,1.157,260205903872,6501095,2.2,False,False,False,False,True,False,False,False,False,False
WELL,165.73,0.904,110844526592,866118,1.78,False,False,False,False,False,False,False,True,False,False
WST,242.915,1.088,17467361280,235211,0.35,False,False,False,False,False,True,False,False,False,False
WDC,78.49,1.592,27383435264,17257117,0.56,False,False,False,False,False,False,False,False,True,False
WY,25.25,1.152,18218151936,2463935,3.29,False,False,False,False,False,False,False,True,False,False
WSM,187.0,1.455,23000625152,429067,1.39,False,True,False,False,False,False,False,False,False,False
WMB,60.05,0.676,73321652224,3057453,3.38,False,False,False,True,False,False,False,False,False,False
WTW,316.05,0.687,31336292352,414861,1.22,False,False,False,False,True,False,False,False,False,False
WDAY,232.23,1.21,61911588864,2653667,0.0,False,False,False,False,False,False,False,False,True,False
WYNN,108.95,1.364,11391158272,2644162,0.91,False,True,False,False,False,False,False,False,False,False
XEL,73.19,0.372,42213142528,1688781,3.15,False,False,False,False,False,False,False,False,False,True
XYL,143.015,1.115,34802843648,1688901,1.23,False,False,False,False,False,False,True,False,False,False
YUM,145.425,0.733,40423059456,1138707,1.93,False,True,False,False,False,False,False,False,False,False
ZBRA,349.09,1.751,17752727552,762444,0.0,False,False,False,False,False,False,False,False,True,False
ZBH,92.62,0.71,18324682752,724566,1.03,False,False,False,False,False,True,False,False,False,False
ZTS,147.105,0.911,65492320256,2004217,1.34,False,False,False,False,False,True,False,False,False,False
